,Grant.Application.ID,Grant.Status,Sponsor.Code,Grant.Category.Code,Contract.Value.Band...see.note.A,Start.date,RFCD.Code.1,RFCD.Percentage.1,RFCD.Code.2,RFCD.Percentage.2,RFCD.Code.3,RFCD.Percentage.3,RFCD.Code.4,RFCD.Percentage.4,RFCD.Code.5,RFCD.Percentage.5,SEO.Code.1,SEO.Percentage.1,SEO.Code.2,SEO.Percentage.2,SEO.Code.3,SEO.Percentage.3,SEO.Code.4,SEO.Percentage.4,SEO.Code.5,SEO.Percentage.5,Person.ID.1,Role.1,Year.of.Birth.1,Country.of.Birth.1,Home.Language.1,Dept.No..1,Faculty.No..1,With.PHD.1,No..of.Years.in.Uni.at.Time.of.Grant.1,Number.of.Successful.Grant.1,Number.of.Unsuccessful.Grant.1,A..1,A.1,B.1,C.1,Person.ID.2,Role.2,Year.of.Birth.2,Country.of.Birth.2,Home.Language.2,Dept.No..2,Faculty.No..2,With.PHD.2,No..of.Years.in.Uni.at.Time.of.Grant.2,Number.of.Successful.Grant.2,Number.of.Unsuccessful.Grant.2,A..2,A.2,B.2,C.2,Person.ID.3,Role.3,Year.of.Birth.3,Country.of.Birth.3,Home.Language.3,Dept.No..3,Faculty.No..3,With.PHD.3,No..of.Years.in.Uni.at.Time.of.Grant.3,Number.of.Successful.Grant.3,Number.of.Unsuccessful.Grant.3,A..3,A.3,B.3,C.3,Person.ID.4,Role.4,Year.of.Birth.4,Country.of.Birth.4,Home.Language.4,Dept.No..4,Faculty.No..4,With.PHD.4,No..of.Years.in.Uni.at.Time.of.Grant.4,Number.of.Successful.Grant.4,Number.of.Unsuccessful.Grant.4,A..4,A.4,B.4,C.4,Person.ID.5,Role.5,Year.of.Birth.5,Country.of.Birth.5,Home.Language.5,Dept.No..5,Faculty.No..5,With.PHD.5,No..of.Years.in.Uni.at.Time.of.Grant.5,Number.of.Successful.Grant.5,Number.of.Unsuccessful.Grant.5,A..5,A.5,B.5,C.5,Person.ID.6,Role.6,Year.of.Birth.6,Country.of.Birth.6,Home.Language.6,Dept.No..6,Faculty.No..6,With.PHD.6,No..of.Years.in.Uni.at.Time.of.Grant.6,Number.of.Successful.Grant.6,Number.of.Unsuccessful.Grant.6,A..6,A.6,B.6,C.6,Person.ID.7,Role.7,Year.of.Birth.7,Country.of.Birth.7,Home.Language.7,Dept.No..7,Faculty.No..7,With.PHD.7,No..of.Years.in.Uni.at.Time.of.Grant.7,Number.of.Successful.Grant.7,Number.of.Unsuccessful.Grant.7,A..7,A.7,B.7,C.7,Person.ID.8,Role.8,Year.of.Birth.8,Country.of.Birth.8,Home.Language.8,Dept.No..8,Faculty.No..8,With.PHD.8,No..of.Years.in.Uni.at.Time.of.Grant.8,Number.of.Successful.Grant.8,Number.of.Unsuccessful.Grant.8,A..8,A.8,B.8,C.8,Person.ID.9,Role.9,Year.of.Birth.9,Country.of.Birth.9,Home.Language.9,Dept.No..9,Faculty.No..9,With.PHD.9,No..of.Years.in.Uni.at.Time.of.Grant.9,Number.of.Successful.Grant.9,Number.of.Unsuccessful.Grant.9,A..9,A.9,B.9,C.9,Person.ID.10,Role.10,Year.of.Birth.10,Country.of.Birth.10,Home.Language.10,Dept.No..10,Faculty.No..10,With.PHD.10,No..of.Years.in.Uni.at.Time.of.Grant.10,Number.of.Successful.Grant.10,Number.of.Unsuccessful.Grant.10,A..10,A.10,B.10,C.10,Person.ID.11,Role.11,Year.of.Birth.11,Country.of.Birth.11,Home.Language.11,Dept.No..11,Faculty.No..11,With.PHD.11,No..of.Years.in.Uni.at.Time.of.Grant.11,Number.of.Successful.Grant.11,Number.of.Unsuccessful.Grant.11,A..11,A.11,B.11,C.11,Person.ID.12,Role.12,Year.of.Birth.12,Country.of.Birth.12,Home.Language.12,Dept.No..12,Faculty.No..12,With.PHD.12,No..of.Years.in.Uni.at.Time.of.Grant.12,Number.of.Successful.Grant.12,Number.of.Unsuccessful.Grant.12,A..12,A.12,B.12,C.12,Person.ID.13,Role.13,Year.of.Birth.13,Country.of.Birth.13,Home.Language.13,Dept.No..13,Faculty.No..13,With.PHD.13,No..of.Years.in.Uni.at.Time.of.Grant.13,Number.of.Successful.Grant.13,Number.of.Unsuccessful.Grant.13,A..13,A.13,B.13,C.13,Person.ID.14,Role.14,Year.of.Birth.14,Country.of.Birth.14,Home.Language.14,Dept.No..14,Faculty.No..14,With.PHD.14,No..of.Years.in.Uni.at.Time.of.Grant.14,Number.of.Successful.Grant.14,Number.of.Unsuccessful.Grant.14,A..14,A.14,B.14,C.14,Person.ID.15,Role.15,Year.of.Birth.15,Country.of.Birth.15,Home.Language.15,Dept.No..15,Faculty.No..15,With.PHD.15,No..of.Years.in.Uni.at.Time.of.Grant.15,Number.of.Successful.Grant.15,Number.of.Unsuccessful.Grant.15,A..15,A.15,B.15,C.15,Year
7023,7024,1,302B,30C,C ,2/05/08,270105,35.0,270106,15.0,321015,35.0,321012,15.0,0,0.0,730108,50.0,730115,50.0,0,0.0,0,0.0,0,0.0,30772,CHIEF_INVESTIGATOR,1970.0,Australia,,2603,25,,>5 to 10,6.0,1.0,6.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7024,7025,1,,,A ,2/05/08,321204,100.0,0,0.0,0,0.0,0,0.0,0,0.0,730211,100.0,0,0.0,0,0.0,0,0.0,0,0.0,65712,CHIEF_INVESTIGATOR,1950.0,Western Europe,,2523,25,,more than 15,2.0,6.0,3.0,3.0,8.0,11.0,301472,CHIEF_INVESTIGATOR,1950.0,Australia,,2533,25,Yes ,>=0 to 5,7.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7026,7027,1,68D,30C,C ,2/05/08,320799,100.0,0,0.0,0,0.0,0,0.0,0,0.0,730104,100.0,0,0.0,0,0.0,0,0.0,0,0.0,110437,CHIEF_INVESTIGATOR,1975.0,Australia,,2653,25,Yes ,>=0 to 5,0.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7027,7028,0,68D,30C,C ,2/05/08,270107,100.0,0,0.0,0,0.0,0,0.0,0,0.0,730211,50.0,730104,50.0,0,0.0,0,0.0,0,0.0,537,CHIEF_INVESTIGATOR,1965.0,Australia,,2653,25,Yes ,>10 to 15,3.0,3.0,19.0,19.0,19.0,5.0,651607,CHIEF_INVESTIGATOR,1980.0,Australia,,2653,25,Yes ,>=0 to 5,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7028,7029,0,97A,30B,A ,2/05/08,321204,50.0,321208,50.0,0,0.0,0,0.0,0,0.0,730211,40.0,730399,30.0,750399,30.0,0,0.0,0,0.0,918922,CHIEF_INVESTIGATOR,1975.0,Australia,,2923,25,Yes ,>=0 to 5,0.0,2.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7029,7030,0,68D,30B,A ,2/05/08,320702,50.0,270107,50.0,0,0.0,0,0.0,0,0.0,730203,50.0,730211,50.0,0,0.0,0,0.0,0,0.0,308557,CHIEF_INVESTIGATOR,1975.0,Australia,,2538,25,,,1.0,1.0,2.0,3.0,0.0,0.0,69032,DELEGATED_RESEARCHER,1965.0,Australia,English,2538,25,Yes ,>5 to 10,5.0,7.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7031,7032,0,,,G ,5/05/08,,,,,,,,,,,,,,,,,,,,,67842,CHIEF_INVESTIGATOR,1965.0,Australia,,2653,25,Yes ,>5 to 10,4.0,12.0,14.0,49.0,19.0,5.0,17342,CHIEF_INVESTIGATOR,1960.0,Australia,,2828,25,Yes ,>5 to 10,2.0,22.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7032,7033,0,75C,10B,A ,5/05/08,320899,100.0,0,0.0,0,0.0,0,0.0,0,0.0,730214,100.0,0,0.0,0,0.0,0,0.0,0,0.0,63757,CHIEF_INVESTIGATOR,1960.0,Great Britain,,2553,25,Yes ,more than 15,0.0,1.0,6.0,5.0,1.0,5.0,71712,CHIEF_INVESTIGATOR,1955.0,Australia,,2553,25,Yes ,>10 to 15,0.0,1.0,0.0,0.0,0.0,0.0,,STUD_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7033,7034,0,,,G ,5/05/08,,,,,,,,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7034,7035,0,222B,30C,B ,7/05/08,321204,100.0,0,0.0,0,0.0,0,0.0,0,0.0,730219,75.0,730211,25.0,0,0.0,0,0.0,0,0.0,26107,CHIEF_INVESTIGATOR,1970.0,Australia,,2558,25,Yes ,>5 to 10,2.0,4.0,3.0,7.0,8.0,0.0,18722,CHIEF_INVESTIGATOR,1975.0,Australia,,2558,25,,Less than 0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7036,7037,0,24D,30B,B ,7/05/08,,,,,,,,,,,,,,,,,,,,,314487,CHIEF_INVESTIGATOR,1960.0,Australia,,2578,25,Yes ,Less than 0,0.0,5.0,2.0,2.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7037,7038,1,222B,30C,A ,7/05/08,291599,100.0,0,0.0,0,0.0,0,0.0,0,0.0,730104,50.0,730304,50.0,0,0.0,0,0.0,0,0.0,28342,CHIEF_INVESTIGATOR,1960.0,Australia,,2153,19,Yes ,>=0 to 5,2.0,1.0,0.0,10.0,6.0,0.0,82722,CHIEF_INVESTIGATOR,1970.0,Australia,,2153,19,Yes ,>10 to 15,1.0,0.0,0.0,0.0,0.0,0.0,76757,CHIEF_INVESTIGATOR,1975.0,Australia,,2153,19,Yes ,>=0 to 5,1.0,0.0,3.0,2.0,0.0,0.0,765697,CHIEF_INVESTIGATOR,1980.0,,,3273,31,Yes ,>=0 to 5,2.0,1.0,0.0,0.0,2.0,0.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7038,7039,0,24D,30B,B ,7/05/08,,,,,,,,,,,,,,,,,,,,,47992,CHIEF_INVESTIGATOR,1980.0,Australia,,2628,25,,,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7039,7040,1,149A,30B,B ,8/05/08,321003,40.0,321204,20.0,380104,20.0,380107,20.0,0,0.0,730106,40.0,730211,30.0,730305,30.0,0,0.0,0,0.0,5242,CHIEF_INVESTIGATOR,1945.0,Australia,,2713,25,,Less than 0,2.0,3.0,5.0,10.0,11.0,4.0,79032,DELEGATED_RESEARCHER,1955.0,Australia,,2713,25,Yes ,more than 15,1.0,7.0,0.0,0.0,0.0,0.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7040,7041,0,164D,10B,G ,8/05/08,321004,100.0,0,0.0,0,0.0,0,0.0,0,0.0,730105,90.0,730202,10.0,0,0.0,0,0.0,0,0.0,67657,CHIEF_INVESTIGATOR,1965.0,Australia,English,2713,25,Yes ,>5 to 10,2.0,5.0,2.0,8.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7041,7042,1,4D,10A,G ,12/05/08,320206,100.0,0,0.0,0,0.0,0,0.0,0,0.0,730108,100.0,0,0.0,0,0.0,0,0.0,0,0.0,148087,CHIEF_INVESTIGATOR,1950.0,Australia,,2653,25,,>=0 to 5,3.0,6.0,8.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7042,7043,1,4D,10A,G ,12/05/08,321004,100.0,0,0.0,0,0.0,0,0.0,0,0.0,730105,100.0,0,0.0,0,0.0,0,0.0,0,0.0,74162,CHIEF_INVESTIGATOR,1970.0,Australia,,2813,25,Yes ,>5 to 10,3.0,9.0,19.0,34.0,9.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7046,7047,1,4D,10A,G ,12/05/08,320299,100.0,0,0.0,0,0.0,0,0.0,0,0.0,730108,35.0,670403,35.0,670401,30.0,0,0.0,0,0.0,82542,CHIEF_INVESTIGATOR,1955.0,Australia,,2628,25,,>10 to 15,4.0,0.0,22.0,11.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7047,7048,1,4D,10A,G ,12/05/08,320702,100.0,0,0.0,0,0.0,0,0.0,0,0.0,730104,50.0,780105,50.0,0,0.0,0,0.0,0,0.0,89492,CHIEF_INVESTIGATOR,1945.0,Australia,,2578,25,,>=0 to 5,3.0,2.0,2.0,9.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7048,7049,1,4D,10A,C ,12/05/08,320702,100.0,0,0.0,0,0.0,0,0.0,0,0.0,730107,35.0,730211,35.0,780108,30.0,0,0.0,0,0.0,19287,CHIEF_INVESTIGATOR,1950.0,Australia,,2578,25,Yes ,>5 to 10,4.0,0.0,6.0,5.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7049,7050,1,,,A ,12/05/08,330199,100.0,0,0.0,0,0.0,0,0.0,0,0.0,749999,100.0,0,0.0,0,0.0,0,0.0,0,0.0,77292,CHIEF_INVESTIGATOR,1940.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5992,CHIEF_INVESTIGATOR,1940.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,85007,CHIEF_INVESTIGATOR,1945.0,Australia,,2298,46,Yes ,>=0 to 5,0.0,2.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7050,7051,0,4D,10A,,12/05/08,321006,100.0,0,0.0,0,0.0,0,0.0,0,0.0,730108,60.0,730113,40.0,0,0.0,0,0.0,0,0.0,73942,CHIEF_INVESTIGATOR,1950.0,Australia,,2728,25,Yes ,>10 to 15,3.0,2.0,9.0,18.0,7.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7051,7052,0,4D,10A,,12/05/08,320702,100.0,0,0.0,0,0.0,0,0.0,0,0.0,730104,50.0,670403,50.0,0,0.0,0,0.0,0,0.0,131432,CHIEF_INVESTIGATOR,1965.0,Australia,,2653,25,Yes ,>=0 to 5,1.0,4.0,5.0,7.0,11.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7052,7053,0,4D,10A,,12/05/08,320502,100.0,0,0.0,0,0.0,0,0.0,0,0.0,730106,100.0,0,0.0,0,0.0,0,0.0,0,0.0,975127,CHIEF_INVESTIGATOR,1960.0,Eastern Europe,,2668,25,Yes ,>=0 to 5,2.0,1.0,4.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7054,7055,1,4D,10A,G ,12/05/08,320704,100.0,0,0.0,0,0.0,0,0.0,0,0.0,730104,100.0,0,0.0,0,0.0,0,0.0,0,0.0,537,CHIEF_INVESTIGATOR,1965.0,Australia,,2653,25,Yes ,>10 to 15,4.0,3.0,19.0,19.0,19.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7057,7058,0,4D,10A,,12/05/08,270804,100.0,0,0.0,0,0.0,0,0.0,0,0.0,730101,25.0,780105,25.0,670401,25.0,670403,25.0,0,0.0,665642,CHIEF_INVESTIGATOR,1960.0,Western Europe,,1258,34,Yes ,>=0 to 5,1.0,4.0,2.0,6.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7059,7060,1,4D,10A,G ,12/05/08,270205,100.0,0,0.0,0,0.0,0,0.0,0,0.0,730115,25.0,730116,25.0,730105,25.0,780105,25.0,0,0.0,357,CHIEF_INVESTIGATOR,1960.0,Australia,,2853,25,Yes ,>10 to 15,1.0,0.0,2.0,10.0,8.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7061,7062,1,4D,10A,G ,12/05/08,320603,100.0,0,0.0,0,0.0,0,0.0,0,0.0,670403,25.0,730101,25.0,730106,25.0,730203,25.0,0,0.0,106357,CHIEF_INVESTIGATOR,1950.0,Australia,,2668,25,,>=0 to 5,3.0,4.0,4.0,10.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7062,7063,0,4D,10A,,12/05/08,321028,100.0,0,0.0,0,0.0,0,0.0,0,0.0,730114,20.0,730213,20.0,730217,20.0,730301,20.0,730306,20.0,8772,CHIEF_INVESTIGATOR,1965.0,Australia,,2763,25,,Less than 0,5.0,7.0,8.0,19.0,14.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
7063,7064,1,4D,10A,E ,12/05/08,320702,100.0,0,0.0,0,0.0,0,0.0,0,0.0,730199,100.0,0,0.0,0,0.0,0,0.0,0,0.0,110457,CHIEF_INVESTIGATOR,1960.0,Australia,,2538,25,,>=0 to 5,3.0,1.0,5.0,5.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
